date,country,channel,campaign,device,group,impressions,clicks,conversions,spend_usd
2025-03-22,TW,Facebook,Vacation,desktop,A,11169,423,12,338.37
2025-01-14,TH,Baidu,Vacation,mobile,A,455,10,0,10.72
2025-03-09,SG,Google,Vacation,mobile,B,4067,192,6,193.44
2025-01-17,TH,Baidu,Hotel,desktop,B,14236,586,27,639.84
2025-02-03,TH,Google,Flight,mobile,B,4610,220,12,186.93
2025-02-23,KR,Naver,Flight,mobile,B,2415,97,5,19.75
2025-03-06,JP,Naver,Vacation,mobile,A,5512,158,9,128.4
2025-03-20,TH,Facebook,Vacation,desktop,A,2286,79,5,116.33
2025-01-05,JP,Naver,Flight,mobile,B,13960,556,26,688.96
2025-01-18,SG,Twitter,Hotel,desktop,A,3067,90,0,96.3
2025-01-26,JP,Facebook,Hotel,desktop,B,1236,52,2,20.83
2025-01-28,JP,Facebook,Hotel,mobile,A,9418,325,15,266.22
2025-03-31,KR,Twitter,Hotel,mobile,B,14004,574,36,583.99
2025-03-11,JP,Baidu,Hotel,desktop,A,1066,23,0,10.55
2025-01-29,KR,Google,Hotel,desktop,B,2300,111,7,36.08
2025-03-29,TH,Naver,Vacation,desktop,B,12757,514,27,159.36
2025-02-14,KR,Twitter,Vacation,mobile,A,11742,361,19,504.57
2025-02-15,TW,Naver,Flight,desktop,B,3189,147,8,191.13
2025-02-09,TH,Twitter,Vacation,desktop,A,1590,54,2,22.96
2025-01-13,JP,Naver,Vacation,desktop,A,13486,419,20,453.91
2025-03-26,KR,Twitter,Hotel,desktop,A,12633,375,17,392.86
2025-01-02,TH,Facebook,Hotel,mobile,B,3765,167,6,78.34
2025-01-16,TW,Naver,Hotel,mobile,A,3825,123,6,177.98
2025-01-21,SG,Twitter,Hotel,desktop,B,5599,240,3,315.01
2025-01-26,JP,Twitter,Hotel,mobile,B,1435,68,3,86.79
2025-01-12,SG,Twitter,Flight,desktop,B,3297,136,6,156.65
2025-01-02,SG,Naver,Vacation,desktop,B,14051,574,26,627.66
2025-03-02,KR,Naver,Hotel,desktop,A,3648,113,8,36.07
2025-03-29,TH,Google,Flight,mobile,B,2059,116,5,171.51
2025-01-11,TH,Twitter,Vacation,mobile,B,3789,174,6,167.28
2025-01-27,TW,Google,Flight,desktop,B,2063,100,2,57.48
2025-02-15,JP,Google,Hotel,mobile,B,14855,699,32,512.34
2025-03-25,TW,Naver,Vacation,mobile,B,2859,111,4,141.62
2025-03-04,TH,Baidu,Flight,desktop,B,4579,170,10,47.19
2025-03-10,JP,Naver,Hotel,desktop,B,5133,202,9,183.87
2025-02-22,SG,Baidu,Vacation,mobile,B,14174,571,31,543.76
2025-02-07,SG,Twitter,Vacation,desktop,B,13561,540,28,87.41
2025-01-18,KR,Baidu,Hotel,mobile,A,4382,134,4,126.87
2025-03-19,JP,Twitter,Vacation,mobile,B,3255,141,7,116.86
2025-03-14,JP,Twitter,Flight,desktop,A,9433,316,10,138.3
2025-01-03,TW,Facebook,Vacation,mobile,B,8384,381,18,396.56
2025-03-06,JP,Baidu,Flight,desktop,B,3195,121,7,112.43
2025-01-08,TH,Twitter,Hotel,mobile,B,13421,551,28,357.42
2025-03-08,SG,Facebook,Vacation,desktop,B,7741,336,23,209.48
2025-03-16,JP,Twitter,Flight,desktop,A,12064,366,10,510.36
2025-01-12,SG,Naver,Hotel,desktop,B,9446,372,15,48.65
2025-02-09,TH,Naver,Vacation,mobile,B,8978,362,17,206.0
2025-01-12,SG,Baidu,Hotel,desktop,B,6543,295,16,127.42
2025-02-21,TH,Google,Vacation,desktop,A,8694,340,12,407.0
2025-03-25,TW,Facebook,Hotel,desktop,A,4165,135,3,192.93
2025-01-08,KR,Baidu,Hotel,mobile,B,3290,108,8,27.47
2025-02-05,SG,Naver,Hotel,desktop,B,10092,422,29,629.81
2025-03-29,TW,Facebook,Hotel,desktop,A,2682,97,3,16.8
2025-01-28,KR,Facebook,Hotel,mobile,B,11011,474,20,551.4
2025-01-12,TH,Twitter,Flight,mobile,A,1435,33,2,47.86
2025-02-13,JP,Naver,Vacation,mobile,B,11021,441,17,645.93
2025-02-15,JP,Baidu,Vacation,mobile,B,5697,224,16,123.2
2025-03-01,KR,Twitter,Hotel,desktop,A,6021,197,5,130.32
2025-01-29,TW,Naver,Hotel,mobile,B,3896,172,10,117.15
2025-03-28,SG,Baidu,Hotel,mobile,B,235,8,1,5.2
2025-02-16,SG,Facebook,Flight,mobile,B,11334,487,26,301.47
2025-01-26,TH,Naver,Vacation,desktop,A,4879,140,4,121.26
2025-03-28,TW,Naver,Hotel,desktop,B,4726,206,10,38.88
2025-03-25,JP,Naver,Flight,desktop,B,3369,142,5,141.4
2025-02-14,SG,Google,Vacation,desktop,A,3348,129,6,42.46
2025-01-03,TW,Twitter,Flight,desktop,B,5450,228,12,67.77
2025-02-23,TH,Google,Hotel,mobile,B,13578,665,24,174.05
2025-02-19,KR,Naver,Hotel,mobile,B,2742,87,4,76.14
2025-01-14,SG,Naver,Vacation,mobile,A,11402,355,13,308.23
2025-02-27,TW,Facebook,Vacation,mobile,A,9608,341,17,229.42
2025-03-17,TW,Twitter,Flight,mobile,A,8582,253,7,161.97
2025-01-10,TH,Naver,Hotel,desktop,B,6554,268,13,194.78
2025-03-07,TH,Baidu,Flight,mobile,A,8193,248,17,301.09
2025-01-13,KR,Twitter,Flight,mobile,B,8906,362,20,482.26
2025-03-09,JP,Baidu,Vacation,desktop,A,7602,248,6,312.18
2025-02-07,JP,Naver,Vacation,desktop,A,5141,151,8,153.74
2025-01-01,JP,Naver,Hotel,mobile,A,8361,284,4,38.4
2025-03-28,KR,Naver,Flight,desktop,B,11493,449,26,634.23
2025-01-15,TH,Google,Vacation,desktop,B,4755,239,16,31.28
2025-02-23,TH,Twitter,Flight,desktop,A,1834,56,5,21.11
2025-01-17,KR,Google,Hotel,desktop,A,13410,554,29,563.82
2025-03-25,KR,Baidu,Flight,desktop,A,9868,308,12,256.09
2025-03-08,JP,Facebook,Hotel,mobile,A,12067,445,15,188.88
2025-03-14,KR,Baidu,Flight,mobile,A,4348,139,3,174.83
2025-02-08,JP,Twitter,Flight,desktop,B,12605,431,25,470.77
2025-02-12,TW,Facebook,Flight,desktop,B,6182,298,20,262.04
2025-02-27,TW,Google,Vacation,mobile,B,11708,567,31,278.46
2025-03-12,TW,Twitter,Flight,mobile,A,14205,441,18,353.19
2025-03-18,TW,Naver,Flight,mobile,A,8520,211,9,52.32
2025-01-02,KR,Baidu,Hotel,mobile,B,14521,602,22,645.83
2025-03-01,SG,Baidu,Vacation,mobile,B,9702,383,26,434.68
2025-01-10,JP,Facebook,Vacation,mobile,A,14244,494,16,54.56
2025-01-26,TW,Facebook,Vacation,desktop,B,5260,237,12,270.42
2025-03-16,JP,Baidu,Flight,desktop,A,9814,280,9,123.58
2025-01-23,SG,Naver,Hotel,mobile,B,6349,244,12,261.58
2025-03-13,TH,Baidu,Flight,desktop,B,14166,559,37,466.43
2025-02-11,JP,Google,Flight,mobile,A,9401,363,13,307.87
2025-01-21,TW,Google,Flight,desktop,B,5556,270,13,267.94
2025-01-31,TH,Twitter,Flight,mobile,A,13098,415,20,425.05
2025-02-17,SG,Baidu,Flight,mobile,A,6275,209,7,309.96
2025-03-10,KR,Baidu,Flight,mobile,B,3490,142,9,141.99
2025-02-24,SG,Google,Flight,mobile,B,9580,485,20,541.85
2025-03-25,TH,Naver,Hotel,desktop,A,3102,90,1,47.09
2025-03-20,JP,Naver,Hotel,mobile,B,12997,528,14,523.75
2025-03-09,KR,Google,Hotel,mobile,B,4052,204,4,101.68
2025-02-24,KR,Naver,Hotel,mobile,A,4927,150,7,67.03
2025-01-27,KR,Twitter,Hotel,desktop,A,4970,146,4,52.78
2025-02-07,JP,Twitter,Hotel,desktop,B,6499,264,22,367.79
2025-01-11,SG,Google,Flight,desktop,A,6961,301,11,445.39
2025-02-03,KR,Google,Flight,mobile,A,10988,427,20,457.41
2025-03-25,TH,Google,Flight,desktop,B,11697,601,27,275.96
2025-02-08,TH,Google,Hotel,desktop,B,7688,402,13,486.29
2025-01-11,KR,Twitter,Hotel,mobile,A,5505,169,5,146.91
2025-02-28,KR,Facebook,Vacation,mobile,A,7273,269,5,40.25
2025-03-28,TH,Facebook,Flight,desktop,A,2142,75,2,13.39
2025-03-20,TH,Twitter,Vacation,mobile,A,12079,362,17,293.03
2025-01-25,KR,Naver,Vacation,desktop,B,5516,215,8,181.33
2025-02-10,KR,Facebook,Vacation,mobile,B,11495,511,23,612.66
2025-02-17,JP,Baidu,Flight,mobile,B,9968,380,20,251.59
2025-01-23,JP,Baidu,Vacation,desktop,A,11725,354,13,426.44
2025-01-25,TW,Naver,Hotel,mobile,B,3722,154,7,57.02
2025-01-22,SG,Twitter,Hotel,mobile,B,4194,152,7,185.0
2025-03-31,SG,Naver,Hotel,desktop,B,1370,45,3,51.91
2025-03-09,TH,Baidu,Hotel,mobile,B,6835,266,10,383.46
2025-03-17,TH,Facebook,Flight,desktop,A,3620,121,7,156.95
2025-03-15,TH,Facebook,Flight,desktop,B,8480,396,21,114.81
2025-03-28,TW,Twitter,Hotel,mobile,B,4345,173,11,150.47
2025-01-10,JP,Google,Hotel,desktop,A,13660,598,33,854.17
2025-03-21,TW,Facebook,Flight,desktop,B,11928,543,29,615.18
2025-01-06,SG,Naver,Flight,desktop,A,10875,351,15,226.8
2025-02-12,TW,Google,Flight,desktop,A,11021,422,13,123.37
2025-02-23,TW,Google,Vacation,desktop,A,11726,471,20,572.85
2025-02-02,TH,Naver,Hotel,mobile,A,2419,68,3,24.34
2025-01-14,TW,Naver,Hotel,desktop,B,3947,160,7,207.12
2025-01-18,KR,Twitter,Hotel,mobile,B,7200,279,13,281.15
2025-03-16,JP,Twitter,Hotel,desktop,A,440,16,0,8.42
2025-01-29,SG,Naver,Hotel,desktop,B,2745,112,9,110.66
2025-01-28,TH,Google,Hotel,mobile,B,2463,113,7,17.0
2025-03-25,TW,Baidu,Hotel,desktop,B,11329,451,17,195.94
2025-01-13,KR,Facebook,Vacation,mobile,B,2790,114,7,66.38
2025-03-24,TW,Naver,Vacation,mobile,B,6220,254,10,156.45
2025-03-24,TW,Twitter,Hotel,desktop,B,6202,260,13,105.88
2025-02-23,TH,Naver,Vacation,desktop,A,6272,184,6,131.82
2025-01-15,JP,Twitter,Hotel,desktop,B,14449,587,31,289.83
2025-01-15,TH,Google,Flight,desktop,B,12181,589,38,172.96
2025-01-26,TH,Google,Hotel,mobile,A,11522,433,17,139.02
2025-02-21,TW,Facebook,Hotel,desktop,A,5078,207,7,215.78
2025-01-14,JP,Baidu,Flight,mobile,B,9353,373,21,328.37
2025-02-11,JP,Facebook,Hotel,mobile,B,7681,329,17,431.76
2025-01-11,SG,Facebook,Vacation,desktop,B,1036,52,0,72.09
2025-02-18,JP,Baidu,Hotel,desktop,B,8080,330,20,308.76
2025-01-02,SG,Baidu,Flight,mobile,B,14656,570,35,201.06
2025-03-05,SG,Google,Vacation,mobile,A,6537,229,9,334.84
2025-01-05,JP,Baidu,Vacation,desktop,A,3841,130,1,141.39
2025-01-18,SG,Google,Vacation,desktop,B,10500,507,28,682.23
2025-01-16,TH,Facebook,Hotel,desktop,A,12699,467,21,580.33
2025-03-16,KR,Facebook,Hotel,desktop,B,13647,612,29,847.41
2025-01-05,KR,Facebook,Hotel,desktop,A,7044,233,10,140.89
2025-02-08,TW,Google,Vacation,mobile,A,2261,91,3,17.45
2025-02-23,KR,Facebook,Hotel,mobile,A,14885,542,22,752.02
2025-02-16,KR,Baidu,Hotel,desktop,A,13937,415,10,526.54
2025-03-03,SG,Naver,Flight,desktop,A,7276,220,9,132.46
2025-03-14,TW,Twitter,Vacation,desktop,A,5336,161,7,168.67
2025-02-05,TH,Baidu,Flight,mobile,A,12314,334,12,251.63
2025-03-16,KR,Facebook,Vacation,mobile,B,3268,146,6,182.2
2025-01-29,TH,Twitter,Vacation,mobile,B,10000,425,18,174.9
2025-03-30,SG,Twitter,Vacation,mobile,A,5936,176,6,145.78
2025-02-15,TH,Twitter,Hotel,desktop,B,11008,413,20,510.32
2025-03-08,SG,Facebook,Vacation,desktop,A,5598,203,8,260.63
2025-03-20,TH,Google,Hotel,desktop,B,9355,479,33,632.78
2025-03-13,SG,Facebook,Hotel,desktop,A,14385,493,17,497.63
2025-03-18,TH,Google,Hotel,desktop,A,6413,283,13,224.81
2025-02-18,SG,Baidu,Vacation,mobile,B,2358,92,3,96.25
2025-01-04,KR,Google,Vacation,desktop,A,3728,157,3,91.66
2025-02-14,TW,Facebook,Vacation,desktop,A,14590,499,19,125.03
2025-01-17,TW,Facebook,Hotel,mobile,A,5015,186,7,178.01
2025-03-22,KR,Google,Vacation,mobile,B,4686,222,5,71.98
2025-01-22,KR,Naver,Vacation,desktop,A,7416,222,4,154.92
2025-01-21,JP,Google,Flight,mobile,B,14760,757,34,591.48
2025-01-23,TW,Google,Flight,desktop,A,3830,153,4,221.44
2025-02-27,JP,Twitter,Hotel,mobile,A,632,23,1,15.71
2025-02-21,TW,Facebook,Hotel,desktop,A,14193,514,15,55.98
2025-03-27,JP,Baidu,Vacation,desktop,B,14893,579,40,323.63
2025-02-07,TH,Facebook,Hotel,desktop,A,925,24,2,28.66
2025-01-26,TW,Facebook,Vacation,mobile,B,11931,533,21,280.98
2025-01-05,TW,Facebook,Hotel,desktop,A,11858,442,15,275.63
2025-01-01,TH,Twitter,Flight,mobile,B,5594,227,9,131.67
2025-02-03,KR,Baidu,Vacation,desktop,A,12415,363,19,235.49
2025-03-25,JP,Twitter,Flight,desktop,A,1873,52,2,67.29
2025-02-17,KR,Naver,Hotel,desktop,A,1152,28,0,15.09
2025-03-22,SG,Naver,Flight,desktop,A,14880,467,18,113.59
2025-01-10,JP,Naver,Hotel,desktop,B,6186,239,16,259.26
2025-01-09,TH,Google,Hotel,mobile,B,6006,275,15,64.01
2025-03-17,TW,Baidu,Vacation,mobile,A,3824,96,4,123.01
2025-01-10,KR,Naver,Flight,mobile,B,9708,379,16,341.06
2025-01-05,JP,Google,Hotel,desktop,A,13326,520,15,590.98
2025-02-06,TH,Facebook,Flight,mobile,A,10237,364,15,66.69
2025-03-25,KR,Google,Vacation,desktop,A,9433,365,16,372.06
2025-03-04,TH,Naver,Flight,mobile,B,8314,351,11,37.18
2025-01-09,KR,Naver,Flight,mobile,B,9527,398,24,428.95
2025-03-17,JP,Google,Hotel,desktop,A,7703,301,14,160.98
2025-03-17,JP,Naver,Hotel,desktop,B,9165,360,17,353.84
2025-03-14,KR,Twitter,Hotel,desktop,A,4086,140,7,203.86
2025-03-23,KR,Twitter,Vacation,mobile,B,14981,595,25,446.44
2025-01-22,TW,Twitter,Vacation,mobile,A,13934,425,22,529.07
2025-03-30,TW,Facebook,Vacation,mobile,A,9516,345,11,392.57
2025-01-29,TW,Baidu,Flight,desktop,B,12977,506,27,519.7
2025-03-14,KR,Twitter,Flight,mobile,B,10702,444,17,480.72
2025-02-22,SG,Baidu,Flight,mobile,B,5473,202,13,178.86
2025-03-12,SG,Twitter,Flight,desktop,B,8010,302,12,285.7
2025-02-26,SG,Baidu,Flight,mobile,A,6721,216,9,159.05
2025-02-27,SG,Baidu,Hotel,desktop,B,4335,167,13,181.65
2025-02-25,TW,Facebook,Flight,desktop,A,4382,161,5,94.51
2025-03-12,TW,Naver,Hotel,mobile,B,12055,500,20,193.2
2025-03-08,TH,Google,Vacation,desktop,A,14606,606,21,194.02
2025-01-13,TW,Naver,Hotel,mobile,B,3179,113,4,117.35
2025-03-16,SG,Google,Hotel,mobile,B,1419,68,3,78.65
2025-02-18,JP,Facebook,Vacation,desktop,B,14499,627,31,511.26
2025-01-30,TH,Naver,Vacation,desktop,B,6070,212,11,45.57
2025-02-16,TH,Google,Vacation,mobile,B,1798,83,4,80.99
2025-03-29,KR,Twitter,Vacation,mobile,A,10901,310,12,139.62
2025-03-19,TH,Naver,Flight,mobile,B,14008,585,26,171.1
2025-03-17,SG,Naver,Vacation,desktop,B,670,27,0,24.39
2025-02-11,TH,Twitter,Hotel,mobile,B,12274,484,26,700.46
2025-03-12,TW,Twitter,Hotel,desktop,B,5451,233,13,52.21
2025-02-04,TH,Naver,Vacation,desktop,A,6744,208,7,217.21
2025-03-03,SG,Baidu,Flight,desktop,B,2386,87,2,11.2
2025-02-27,JP,Facebook,Hotel,desktop,A,7918,282,12,286.09
2025-01-23,SG,Twitter,Flight,mobile,B,12199,465,18,472.55
2025-01-24,TW,Twitter,Hotel,desktop,B,972,37,2,9.91
2025-01-06,JP,Google,Hotel,desktop,A,1140,42,3,54.42
2025-01-13,TH,Facebook,Hotel,desktop,B,11645,500,19,689.28
2025-02-09,TW,Baidu,Vacation,mobile,A,7373,219,10,187.75
2025-02-13,TH,Twitter,Vacation,mobile,A,10417,326,19,263.9
2025-01-15,TH,Twitter,Flight,desktop,A,5622,148,2,105.51
2025-02-07,TH,Google,Vacation,mobile,A,9010,337,16,481.78
2025-02-24,SG,Baidu,Vacation,desktop,A,10570,316,19,324.12
2025-01-21,SG,Baidu,Vacation,desktop,B,3625,143,3,128.66
2025-01-31,JP,Naver,Flight,desktop,B,4571,175,12,42.22
2025-02-03,SG,Naver,Vacation,mobile,B,6543,278,13,358.51
2025-02-15,SG,Naver,Hotel,mobile,B,10166,428,28,280.01
2025-02-02,JP,Facebook,Flight,desktop,B,4106,195,12,283.16
2025-03-08,SG,Naver,Flight,desktop,B,13087,498,32,422.36
2025-01-30,TH,Twitter,Flight,mobile,A,8941,248,9,223.85
2025-02-09,TW,Google,Vacation,desktop,B,4490,230,15,300.95
2025-02-04,KR,Google,Hotel,mobile,A,6828,259,6,225.22
2025-01-17,TW,Facebook,Vacation,mobile,A,6486,228,5,59.6
2025-03-03,TW,Naver,Hotel,mobile,B,4743,175,13,210.99
2025-01-22,KR,Baidu,Flight,desktop,B,6182,233,9,51.43
2025-01-27,JP,Naver,Hotel,mobile,A,11006,372,14,352.72
2025-03-13,SG,Naver,Hotel,mobile,A,3910,120,11,41.61
2025-03-27,TH,Google,Flight,desktop,B,559,23,1,23.54
2025-03-02,TW,Twitter,Flight,mobile,A,8727,267,13,275.2
2025-03-24,SG,Naver,Flight,desktop,B,2172,102,4,13.08
2025-03-18,SG,Baidu,Flight,mobile,B,11293,479,21,639.72
2025-02-13,KR,Google,Hotel,desktop,B,4520,231,9,233.94
2025-03-11,TW,Baidu,Flight,mobile,B,5734,231,8,61.33
2025-01-30,TW,Baidu,Vacation,desktop,A,12254,358,16,147.92
2025-02-11,TH,Twitter,Hotel,desktop,A,3373,109,7,47.04
2025-02-18,SG,Google,Hotel,mobile,B,865,42,0,21.06
2025-03-28,SG,Google,Hotel,mobile,A,918,42,3,44.79
2025-03-18,TW,Google,Hotel,mobile,A,11562,465,20,82.62
2025-02-14,TW,Naver,Flight,mobile,A,594,8,0,10.7
2025-02-28,JP,Naver,Vacation,desktop,B,8099,334,10,458.69
2025-01-19,KR,Twitter,Vacation,mobile,B,7824,326,13,247.59
2025-03-14,TH,Naver,Flight,desktop,A,9004,274,12,107.98
2025-02-19,KR,Twitter,Vacation,desktop,A,5969,193,6,207.95
2025-02-17,JP,Facebook,Vacation,mobile,A,1765,55,2,45.43
2025-03-10,TH,Twitter,Hotel,mobile,B,7608,276,8,191.25
2025-02-26,KR,Google,Hotel,desktop,A,2659,110,4,138.57
2025-01-07,JP,Naver,Flight,mobile,A,5431,168,8,98.15
2025-01-26,TW,Facebook,Flight,desktop,A,11275,383,21,346.47
2025-01-16,JP,Twitter,Hotel,mobile,B,13485,537,29,652.65
2025-03-08,KR,Baidu,Hotel,desktop,A,3537,100,4,93.88
2025-01-04,TH,Baidu,Hotel,desktop,B,11857,457,17,451.34
2025-01-19,SG,Naver,Hotel,mobile,B,5037,199,9,49.98
2025-02-23,JP,Naver,Flight,mobile,B,8104,353,12,515.51
2025-03-04,JP,Baidu,Vacation,mobile,A,11954,383,17,306.05
2025-02-15,TH,Facebook,Hotel,desktop,A,4512,161,8,175.26
2025-03-19,JP,Naver,Vacation,mobile,B,11838,495,16,617.03
2025-03-24,JP,Facebook,Hotel,desktop,A,8323,259,13,202.29
2025-01-12,TW,Baidu,Flight,mobile,A,11219,327,11,243.13
2025-03-27,JP,Twitter,Flight,mobile,A,14652,440,16,426.15
2025-02-25,JP,Google,Hotel,desktop,B,10897,505,23,504.69
2025-02-27,SG,Google,Flight,desktop,A,12638,506,18,59.06
2025-01-09,TW,Naver,Flight,desktop,B,9192,374,17,230.87
2025-02-25,KR,Google,Flight,mobile,B,6811,350,16,270.64
2025-03-07,TH,Baidu,Hotel,desktop,B,3199,123,4,80.45
2025-02-22,TW,Naver,Hotel,mobile,B,4919,188,5,61.36
2025-01-08,TW,Naver,Vacation,mobile,B,9599,380,21,128.38
2025-02-17,SG,Facebook,Vacation,mobile,A,14947,531,28,173.48
2025-03-26,SG,Naver,Hotel,desktop,B,8737,335,12,502.25
2025-03-07,KR,Naver,Flight,desktop,B,9409,385,11,307.71
2025-01-13,TW,Baidu,Flight,desktop,A,5115,156,6,225.73
2025-03-28,TH,Baidu,Flight,mobile,B,544,24,1,30.61
2025-03-28,KR,Google,Flight,mobile,B,5943,318,19,63.11
2025-01-16,TW,Twitter,Flight,desktop,A,6066,218,5,181.96
2025-03-14,KR,Naver,Flight,mobile,A,12042,343,14,118.34
2025-02-06,TH,Baidu,Flight,desktop,A,7828,240,15,244.35
2025-02-23,KR,Naver,Flight,desktop,B,12476,488,26,119.44
2025-02-10,TH,Google,Flight,desktop,A,13056,562,32,165.96
2025-03-12,TW,Facebook,Flight,desktop,B,11611,551,25,785.82
2025-03-31,KR,Naver,Hotel,mobile,A,5724,175,10,20.07
2025-03-13,TH,Twitter,Flight,desktop,A,8231,257,6,106.47
2025-03-25,TW,Google,Hotel,mobile,A,2620,113,8,30.89
2025-03-27,TW,Facebook,Vacation,desktop,B,1777,81,4,31.95
2025-01-09,TW,Baidu,Flight,desktop,B,5560,224,14,123.24
2025-01-23,SG,Google,Vacation,desktop,A,13828,551,21,576.54
2025-03-06,TH,Twitter,Vacation,desktop,A,852,23,0,13.25
2025-02-23,TW,Twitter,Hotel,desktop,A,4904,159,6,39.89
2025-01-05,JP,Naver,Vacation,desktop,A,12430,397,16,216.39
2025-01-09,SG,Naver,Vacation,mobile,A,3455,100,5,47.54
2025-02-16,KR,Baidu,Flight,desktop,A,9222,285,6,63.94
2025-02-25,JP,Twitter,Vacation,mobile,A,3797,103,2,54.25
2025-01-16,TH,Twitter,Vacation,mobile,A,13830,393,17,484.45
2025-01-16,JP,Baidu,Vacation,desktop,A,6434,195,8,159.15
2025-01-12,KR,Facebook,Vacation,mobile,A,5505,182,1,162.17
2025-02-20,TH,Baidu,Hotel,desktop,A,10464,311,14,380.68
2025-01-01,TW,Baidu,Flight,desktop,B,10669,401,14,242.83
2025-02-21,KR,Twitter,Vacation,desktop,A,5153,147,4,183.63
2025-02-12,TH,Google,Flight,mobile,B,6135,321,13,183.84
2025-02-11,TW,Facebook,Flight,desktop,B,901,49,5,59.11
2025-03-03,TH,Naver,Vacation,desktop,B,4874,181,13,122.18
2025-02-17,KR,Facebook,Vacation,desktop,B,12583,568,27,433.03
2025-03-07,TW,Facebook,Flight,desktop,B,3504,135,4,38.89
2025-03-10,TH,Baidu,Hotel,mobile,A,885,38,2,48.71
2025-03-24,JP,Twitter,Vacation,desktop,B,3152,115,9,91.84
2025-03-13,KR,Google,Hotel,mobile,A,11361,465,12,479.89
2025-02-16,KR,Baidu,Vacation,mobile,A,8829,272,11,358.16
2025-02-14,KR,Baidu,Hotel,desktop,A,2020,63,0,49.39
2025-01-22,JP,Twitter,Flight,desktop,A,10742,335,13,490.43
2025-02-23,TH,Twitter,Vacation,desktop,B,7984,311,13,32.42
2025-01-13,JP,Facebook,Flight,mobile,A,5689,220,12,193.13
2025-03-25,JP,Google,Flight,mobile,B,13982,695,35,820.68
2025-03-18,KR,Naver,Vacation,mobile,B,14293,558,28,496.9
2025-01-11,JP,Facebook,Hotel,desktop,A,4107,149,7,113.28
2025-03-12,KR,Baidu,Vacation,mobile,A,9957,305,9,320.71
2025-01-11,KR,Google,Vacation,mobile,B,11923,602,30,266.27
2025-03-06,TW,Baidu,Vacation,desktop,B,8569,337,9,355.37
2025-01-08,KR,Baidu,Vacation,mobile,B,12291,472,25,444.67
2025-02-13,JP,Google,Vacation,mobile,B,10311,557,29,559.98
2025-03-01,KR,Twitter,Hotel,mobile,A,6068,145,6,133.2
2025-03-07,TH,Facebook,Hotel,mobile,A,11774,425,14,344.03
2025-02-07,JP,Google,Hotel,mobile,B,7870,373,18,80.94
2025-03-24,SG,Google,Flight,desktop,B,2738,134,5,129.07
2025-03-11,KR,Twitter,Flight,mobile,B,11814,472,12,461.13
2025-01-19,JP,Facebook,Hotel,mobile,B,4606,217,10,322.26
2025-03-02,TW,Baidu,Vacation,desktop,B,731,35,0,5.8
2025-03-07,SG,Facebook,Flight,mobile,B,13450,591,28,704.67
2025-01-31,SG,Twitter,Flight,mobile,B,6061,242,13,29.69
2025-03-08,KR,Baidu,Vacation,mobile,B,12959,534,26,244.19
2025-03-22,JP,Facebook,Flight,desktop,A,11556,412,11,320.36
2025-03-15,KR,Twitter,Vacation,mobile,B,13462,619,22,288.46
2025-03-10,SG,Baidu,Hotel,mobile,A,1227,38,4,27.14
2025-02-27,SG,Naver,Vacation,desktop,A,5293,160,3,54.31
2025-01-25,JP,Baidu,Vacation,desktop,B,11389,486,15,580.77
2025-03-13,TH,Twitter,Flight,desktop,A,2609,76,1,14.15
2025-02-02,TW,Baidu,Hotel,desktop,A,14290,410,21,289.92
2025-02-17,JP,Naver,Vacation,desktop,A,1819,52,3,16.63
2025-01-29,SG,Facebook,Hotel,desktop,A,11678,400,22,305.12
2025-01-29,SG,Google,Vacation,desktop,B,3798,201,9,176.67
2025-01-15,KR,Twitter,Vacation,desktop,A,3372,112,6,143.36
2025-03-28,KR,Facebook,Vacation,desktop,A,12180,412,16,141.8
2025-01-14,JP,Naver,Vacation,mobile,A,14029,432,16,285.53
2025-01-08,JP,Naver,Flight,desktop,A,11650,362,10,429.81
2025-03-26,SG,Twitter,Flight,desktop,B,7146,284,15,414.89
2025-02-19,JP,Google,Vacation,desktop,B,1135,66,3,80.73
2025-02-09,TH,Twitter,Vacation,mobile,A,7193,193,9,224.74
2025-03-08,TW,Naver,Flight,desktop,B,6591,257,18,367.18
2025-02-04,SG,Baidu,Flight,mobile,B,3077,140,7,88.14
2025-01-12,TW,Facebook,Hotel,desktop,A,14401,490,19,671.66
2025-03-07,KR,Twitter,Vacation,mobile,A,10305,319,16,303.1
2025-01-16,JP,Google,Vacation,mobile,B,14851,756,30,1020.52
2025-02-19,SG,Twitter,Vacation,mobile,B,10531,465,21,370.65
2025-03-27,KR,Naver,Hotel,mobile,A,3624,118,4,56.09
2025-03-26,SG,Baidu,Hotel,desktop,B,6948,296,17,440.82
2025-02-02,TW,Baidu,Flight,mobile,B,9422,391,16,95.26
2025-03-12,JP,Google,Vacation,desktop,B,4533,237,14,55.91
2025-02-25,KR,Twitter,Vacation,mobile,A,12499,364,19,296.54
2025-02-13,TH,Google,Vacation,mobile,A,11690,454,19,603.68
2025-01-13,TH,Naver,Hotel,desktop,B,6233,236,9,209.06
2025-02-03,KR,Naver,Vacation,desktop,B,9754,396,19,315.42
2025-02-28,SG,Google,Flight,desktop,B,4577,229,5,203.69
2025-03-30,TH,Google,Flight,mobile,B,713,30,6,33.23
2025-01-01,TH,Baidu,Hotel,desktop,A,13469,432,19,638.69
2025-03-06,KR,Facebook,Flight,mobile,A,5546,192,7,272.16
2025-03-18,SG,Baidu,Flight,mobile,B,12314,476,24,604.4
